image_embedding,caption_embedding
"[0.5706690476685552, -2.871925627828617, -0.06424317240780553, -0.5246163861083262, 0.4922940743370085, -0.5356540164945618, -1.087921833284506, 1.4214313638724674, -0.22064375336761646, -1.6726911181720348, -0.5886540210900536, -0.769657529231421, 0.9305200631013776, -1.3218578571594635, -0.3718878849885598, 0.8312571854701949, 1.3370457443879218, 0.1673084544074362, -0.3716154840868811, -0.8142407652023018, 0.14221280060097016, 0.24058300018089504, 1.3938847101921255, -0.34871097058974987, 0.6443946299690504, 0.21595622634944273, -0.7583181648970747, 0.7044392844031243, 0.26879101915042136, -0.5370161941767022, 0.2217151053035647, -0.031208688515791082, 1.2189298149127186, -0.1833656869995239, 0.6488718791785965, 0.25545759213379093, -0.08131145953469977, -0.40576396270369686, 0.8126293915171653, -0.4963442223570695, 0.6255888181393472, -1.3136742328759512, 0.3293782731070236, -0.126811050963615, -0.12793466407786888, -0.0542653734863896, -0.9409933828548426, -0.2794324161232886, 0.4775161947565915, -0.30166692783077853]","[-1.806469364293977, 0.11253188866152837, -0.21141046216937337, -1.021382822825136, 0.5614702275330533, -0.1638273746809583, -2.0300713590476245, 0.16580057439732013, 0.35749042834046074, 0.3347892159033449, -1.4971198232419975, 0.07885388057064412, 0.3529919450927602, 1.0621441242648844, -0.5836804702513212, -0.3400029868398988, -0.08948531220287068, -0.5839790650247935, 0.25928045361825214, -0.9977645366548635, 0.3198128088163449, -0.2675102848027285, 0.6579365564850351, -0.2029339188898941, -0.4026738223405781, -0.2922905593629687, -0.60862308864662, 0.43461459616763076, -0.106088231083213, 0.4823043394164253, 0.20987204530257772, 0.21752026505082006, 0.23618963564179407, 0.8018795124165199, 0.3594407909045589, 0.36227961363082156, 0.13033504460115278, -0.28427181530164747, 0.10002999330487332, 0.4977656716311046, 0.2860220579030317, -0.7793290097713415, -0.07987629057170278, 0.011536004223013714, -0.6307454732011726, -0.43747836516636995, 0.15418787760097388, 0.6246019939775584, 0.5250454266754784, 0.17809493785516436]"
"[-1.6848460465616926, -2.656835589247485, -2.472651377456208, 1.8977825560314263, -0.06438479929188484, 0.26190015367285746, -0.8040054147688667, -1.6493336291474077, -0.4853150820562929, -0.11166939359120087, -0.12751752790060278, -0.0985622776746721, -1.1141965515126773, -0.7091394044002269, -0.3071769145115472, 0.009687841025669079, 0.4169465390357351, 0.7898933896412783, -1.7273992100299675, 0.306500796654485, 0.244543452926117, -0.07335905788494601, -0.5286256920939627, -0.7145558814869775, -0.22426574690681433, 0.04127351894539028, -0.9986118210104566, -0.37149878453574164, -0.4566962620340406, 0.8745259409514278, -0.49922353214863624, 0.3544660522472338, -0.29526658217566043, -0.016963553396128452, -1.3289774242276604, 0.10202500223759035, -0.6369789250111931, 0.0033445489202048313, 0.23991676858105687, -0.40371280291489375, 0.013860640961953868, -1.0755477252333656, 1.0808504822575788, -0.9688958906510652, 0.02639832554317215, 0.8174393421117049, 0.05532939162208692, -0.566126306832872, -0.30110594565989907, -0.05804412047194469]","[-1.679983992687797, -0.7799388747959266, -0.735666812709193, -0.3205868250684407, -0.10739412960714897, 0.21011063308106306, 0.22792188339739297, 0.759893063521717, 0.6860461105164626, -0.07148215447159245, 1.1867981732139568, -0.629145560498446, 0.1285465135533177, -0.4372216782169178, 0.06537507646197205, 0.8133272080126388, -0.6855234922911682, 0.13803225657541096, 0.1343464023248038, 0.4248980321341616, 0.6243795129229224, 0.06238857493491974, 0.750196346282833, 0.30298671476662997, -0.26523424038376503, 0.06034217596675212, -0.18743311627632173, -0.07103184213342975, -0.24824178880776554, 0.011374002844680368, -0.9759094271389863, -0.42534210673897055, 0.5503305077914837, -1.2678273154036679, 0.7697063187569324, -0.9082316717636396, 0.23467397450657793, -1.4684751509234641, 0.6584727112904531, -0.3855903848777309, -0.3509931146394692, 0.26764373644012873, -0.11095888487256121, -0.9707767379720432, -0.6161614294852775, 0.828870978321832, 0.10770273411012932, -0.17211584207007433, 0.5840948088620715, -0.7123847321178632]"
"[-1.0298147923798728, 1.99448543634098, 0.441054410812666, -0.03883937502392345, -0.1262848928006162, -0.05790001976040037, -1.3458368463675199, -0.19290912245101505, -0.41934622821647516, 1.74901147463841, 0.08977002644421606, -0.8219821140061915, -0.0039616290335583, -0.5678058437743231, 2.1018716344409905, -0.5403006968208787, 0.5661203153004385, -1.3877058401684104, -1.4593282660105318, 0.2770822186893535, 0.4072142432062843, 0.30296511298236867, 0.3113264756401034, -0.7013459010032698, -0.016356295282948425, -1.2834322528141042, 1.0099130817204471, -1.2839626564120104, -0.4402809189422199, -0.6614593670904284, -0.4078931251662474, 0.4768668333270948, -0.9992402378113786, 0.5215042290386551, 0.0004376294063873316, -1.01983803037247, -0.04503119221106167, 0.258343089796429, 0.008495672626119765, -0.6603607356211675, -0.13845585427282237, -0.8936372806910525, 0.03329950572242477, 0.625108078955581, 0.7495185617863463, -0.07324290048705304, 0.05049304504109585, -0.634969146066865, 0.35356337322381515, -0.08707606598257923]","[-0.6353950203014178, 1.4053569159865722, 0.2565615021926136, -0.6662894064948619, -0.31377041235052167, -1.4609123953262169, -0.6580996793128222, -0.1300842279867102, 0.6482098312597057, -0.5690851414499551, 0.5747100586037622, -0.29614199408535613, -1.0303031747494333, 0.19630206501519434, 0.3678717526183406, -0.698652338537939, -0.03878889331596214, 1.496832472059988, 0.07339573050823756, 0.24573976632541442, -0.23127227933442496, 0.3855066201619047, -0.24999638140913866, 0.1525274169966391, -0.2560940177956957, -0.5417075587648117, 0.20640213888000253, -0.7385806325197045, -0.40879123715471444, -0.457514163546627, -0.36847165127483245, -0.33052305090297324, -0.04602597654801445, 0.12695461399156469, 0.3549029675720636, 0.15255127287169623, -0.9650544152735441, -0.6934915195740142, -0.4181429300411186, -0.38583450148650256, -0.4446770192386541, -0.33322715813825804, -0.4999446644504455, 0.8283444145083457, 0.1693665348106008, 0.28430601666254685, 0.3554142382348646, -0.48901400750996793, -0.06220674942789134, 1.0127707703491373]"
"[-0.0897096775512384, 3.3027601084732834, 1.5414952359396963, 0.9585630671555663, 2.5820327053019003, 1.4040866113778652, 0.5792992616997468, 0.5134334629516425, -0.14021005012344398, -0.32280299284663855, -0.6391492251499938, -1.3222456162533445, -1.5001872319021676, -0.7791703318438173, 0.8586023982872792, 0.8867250814394325, -1.0151118547415572, 0.07076498972977585, 0.48878574704261657, 0.006272857046983984, -0.5551788865717915, 0.7644566835897382, -0.03348860532902833, 0.22037495388438014, -0.033383064203116965, 0.3660017584825945, 0.002254906839042591, -0.33641054257605174, -0.049424469697150045, 0.04902061408826609, -0.302420128967738, -0.7974198202878753, -0.22688457885096086, 0.20668202670389366, -0.008694356585752688, 0.16391099805946932, 0.6672085471952155, -0.35972837755411163, -0.39813179895696615, -0.21802101175669336, 0.1147593471525695, 0.28189527685897003, 0.21592019969951967, -0.02580267227424049, 0.5397144761120601, 0.34250378118995156, -0.18997149834156363, 0.5361841212934324, 0.24459328553488136, -0.2843005004866439]","[-2.0821593176765845, 0.5964982445924588, 1.5690784403873024, 0.14298864741241188, 1.3332683908334924, 0.1369158043425649, -0.42256077613470094, 0.9021480990350829, -1.33219115518232, -0.4488957094835187, -0.05254990918572784, 0.25133189014946444, 0.7173043629138518, 0.3804918078844888, 0.14571173028114345, 0.0532261510510759, -0.3438753259821694, -0.7051718699137343, 0.6479272534115297, -0.2579265073780104, 0.5207689910941222, 0.5088158590606012, 0.46708585629855937, 0.7966690808689805, -0.17860327932557898, -0.03334049850797042, 0.19774502722912493, -0.6704962765520324, -0.3981622175240304, 0.4966598161243412, -0.0437136638328051, -0.31372865508112663, 0.5837144787777981, -0.4180867918511775, -0.10474398349869006, -0.581092483570787, 0.12489802488025575, 0.11890750964119406, -0.13231315282865577, 0.30471923979062443, -0.6413692650702011, -0.2984873711540383, -0.045482467661099577, 0.07358813770627828, -0.07490414714823959, -0.5172007573173123, 0.01795847386947269, -0.4229988123260437, 0.42640613534612737, -0.003628886413274071]"
"[2.6687538988539545, -0.9465325815006773, -0.463864171951497, -2.402587766417054, -0.4489732261456313, 0.7027862574010248, 1.6951457513855328, 0.6519710498556759, 0.5181400903368873, 0.5275795764153618, 0.910075781858536, 0.2757090844385747, -0.8468009270535822, -1.1149497064050626, 1.2663620995854818, -0.23477651850292053, 1.5238939906223352, 1.6201520472239124, 0.019416286482369594, 0.19986760710439322, 0.14923056091636666, 0.02958817310637705, 1.2259712597863768, -0.34983258483140384, -0.3918789649073021, 0.6614132600849335, 0.10769384962487878, -0.3647338068801838, -0.3608703084243925, -0.5713860678639905, 0.01714347245927357, 1.0966374308632514, -0.009896712133554735, -0.4725505526937355, 0.8603885359770856, -1.0408389192019, 0.9925916432114718, -0.765576238358639, -0.5566804692502358, -0.5683886000762634, -0.26268882169293895, -0.09999785509870963, 0.21660776165613024, -1.0228792212520414, 0.8878251863450358, -0.6792712649726435, 0.4322224377316638, 0.23287395597916266, -0.3378452201773989, 0.05191958127684495]","[1.187741819513588, -2.027667479458536, -0.7039937346554528, 1.3755268759950856, 0.818669550177597, 0.025702456166714564, 0.5799035713690065, 1.0298739656682387, 0.7566014685200763, -0.2184446852134806, -1.0953656433842796, 0.8665227458739996, -0.6887405153149551, 0.5260810645047478, 0.5862248112798221, 0.8631578059591827, 0.24867085111459716, -0.7226549810407094, -0.6167256709632905, -1.0022567985629571, -0.3854705429483561, 0.8884073765484733, -0.3313024232040821, -0.09772258303759207, -0.3439794668146627, 0.032453066360200594, 0.40922056276716673, 0.44124868198566797, 0.08831084735523567, 0.6794113556219264, 0.7546658989610566, 0.5710821681077997, -0.1596883532225158, -0.06649625767188959, 0.9706233363770668, 0.19000753659167782, 0.2562892635408012, 0.8301901057243665, 0.45209842844567166, -0.7281445331041011, -0.11194451210886341, 0.3016931686761841, 0.14181593884384922, 0.6738382142225685, 0.03721652448290507, -0.18824754086312348, -0.1984626941461043, 0.465705057057528, -0.3871480619399729, -0.4441550573781301]"
"[0.13120666168429523, -2.133289094458618, 1.535976754696183, 0.7713413156865265, 0.44697071591889725, -0.9344488355151349, 0.7155594015167565, 1.4554800012564055, 0.6975435790424976, 0.2007629932168131, -1.150825963516337, -1.0771812267100571, 0.7843255085505253, 0.5015959694122588, -0.06652017155982978, 0.3893843119162323, -1.0300341553246108, -1.4230718063473415, 0.10054066606261468, 0.3788253277619709, -0.3750268684923624, -1.0391917471710823, -0.2510007256993078, 0.9887768653271434, 0.38853717141484617, -0.5383021416608842, -0.7165096081490542, -0.6332064753321467, 1.3205368949607674, -0.6856785560025911, -0.12351029509718732, 0.7429557448670174, -1.0180648442692781, -0.5365387324472091, -0.566121649723592, 0.3902783893491609, -0.19980507452569657, -0.43278623513397924, 0.7197923274153507, -0.3932213264533834, 0.28902055183748726, 0.03001676620276863, -0.15098242299540335, -0.44384077902017793, 0.6957624202235785, -0.033479300342774375, 0.8747248181986594, 0.5509200593543916, 0.277071754373518, -0.15239612488646556]","[2.619261036624245, 1.8599762055943454, -0.8837516164914222, -1.5579517634066156, -0.41972024430093974, 0.06559978844381809, 0.266630857010778, 0.5725065994410904, -0.03601827210799799, 0.4451293882428309, -0.41325991244991783, -1.2906207429397265, -0.4258335066661986, 0.23526405890422294, -0.048539293595054385, -0.3768931100793731, -0.17601896635770936, -0.5866337037035235, 0.27875951240898406, -0.47620969199872076, 0.06773351111191486, 1.0330816958701883, -0.14660590079363894, 0.7988257271360023, -0.38289807244782115, -0.27688892200967014, -0.17762381615960815, -0.28746555403348195, -0.1592585344531408, 0.5091088500974801, 0.2265401036675301, -0.6757419051706286, -0.13219194259963027, 0.42232234849113187, -0.2999925997816156, 0.2605014437828466, 0.35418312333574836, -0.2690580709126116, 0.3279287893977892, 0.4346562686765981, -0.05891222627059967, 0.49317660791042695, 0.2925882471597732, 0.21874237650038095, -0.14079133639442812, -0.5574864285292824, -0.273273645006027, 0.06315580225675614, -0.014240059747134668, -0.05173203240759228]"
"[-0.1447562200027652, -2.6256161243457763, -3.2262204801804475, 0.4043600349683644, 1.9520180426864964, 0.38933284694588804, 0.07094680348509441, -1.51105476923261, -0.25594511726876046, 0.22732142682051576, 1.2442060237262471, 0.9866133747619965, 0.06299310744481966, -0.9294995432303618, -0.7894731936107533, 0.5792984954484316, -0.5396486978271463, -0.3865941185814651, -0.0606733447735431, -0.05066300509986154, 0.2758548525881286, 0.014918270714088001, 0.06717931274684703, 0.03148751911700351, 0.8952235684722353, 0.24579999599320712, 0.10731383352192872, 0.23053031278899064, -0.6708395029937418, 1.0396101722150781, -0.5464341620147025, 0.7576457051906045, -0.4463097379747178, -1.1662801469032626, -1.0734764217306, 0.03693946769860845, -0.16851740831904433, 0.14195983205994295, 0.23074765197359587, 0.07401729571304944, 1.3416913049567099, -1.0772618019262235, -0.10639981847974982, -0.48895238685075076, 0.5093603321578494, -1.1280884206581165, 0.2117961173085785, -0.8224273589118823, 1.5320645307604412, -1.3560320269767012]","[2.014680430149574, 1.3361282639537047, -1.3540397536312967, 1.142081781504232, 0.21995680738431567, 1.058506014557648, -0.15034607004276165, 0.3113537585152654, 0.3097362303535071, -0.7843120225053258, -0.23199331646743082, -1.1729079712599209, 0.1883010815709996, 0.10492429654568215, -0.24962276436512315, -0.11797080919758189, -0.34501869449974976, -0.4428491123521175, 0.6538278625206443, -0.15859075091123512, -0.7492116964688799, -0.6067733388039012, -0.24917714700787136, -0.48342886666663887, -0.45120215047569384, 0.5479644276827508, 0.2041038949963175, -0.22077492607998617, 0.010898100226945049, 0.5993639291642306, -0.3642724826751345, 0.1456607777426583, -0.37911966262752295, 0.2215101271981579, 0.12079928563323471, -0.5501951808481766, -0.2787050111702707, -0.5133021260767175, -0.6146807455092451, -0.29391624254409854, 0.15382677606512568, 0.20124548107972454, 0.19047803163988605, 0.13942980179433084, 0.4667581846438575, 0.0024040364185103076, 0.3647785722735336, -0.40729118135088666, 0.11289917674242304, -0.11027466003981719]"
"[-2.6429005858597514, 1.3846467664999198, 0.036133210241584966, 0.6312426017395043, 1.9853210336696672, 1.1491819723696701, 0.4966564066441016, -0.8424576077212086, 0.40928237679136226, -1.500087064201608, 0.29862141128682773, 0.3504070002765578, -1.0924696799233802, 0.07409743940240936, 0.5329708708673963, 0.3616262272748943, -0.6221309463579154, 0.6801060811724478, 1.2067486907853655, -0.12436445113702917, 0.5219360404552151, 0.8897350835175126, -0.4016727683796029, -0.7232324690162455, -0.1349341373781594, -0.5012106505626076, 0.34204427562810746, 0.6588953826731477, -0.04115682683936673, -0.9520356895616892, -0.495336123883385, 0.3655198199713086, 1.484947343418293, -0.4519936910694987, -0.7981799308747457, 0.20847109232286476, 0.5230684612030106, -0.8174799579945977, -0.5317350938515735, -0.2322822733088385, 0.47785025591789365, 0.6854842596809049, -0.35063817539804426, 0.5020817859757987, 0.391022159645254, -0.18964437640522025, -0.1853423813962862, 0.6761792825799418, -0.11970720443160096, 0.06994986997080951]","[-0.029142901012725403, 1.3305170383771818, 0.535978034241061, 1.53804589096714, -1.424761340204655, -1.2556908115622882, 0.09482637868214996, -0.5120801984511476, 0.21826180198331055, -0.8111651741798229, 0.40957982678372057, 0.056453563327378976, -0.4429344400901675, 0.27752711428277144, 0.5005727586025045, -0.4905098854981238, -0.5334731476182207, 0.11097497876984742, -0.06349463598225265, 0.644222579824901, 0.6559079064441419, -0.40372731517057525, 0.5866417253860279, 0.3900771622922691, 0.021012962172841498, -0.7350084096457448, 0.14958271818867647, -0.5865639020425257, 1.3435814460544997, 0.3976333143542793, 0.47123318961096183, -0.25871816120518054, -0.24989826395921544, -0.07582975229052087, 0.21976741628988491, -0.6534474702609446, 0.32681159667613796, 0.3190922425865102, 0.6077592443493314, 0.22027873770288622, 0.4729956480040372, -0.3946209139264488, -0.1469632966542919, -0.3863390328785066, -0.07640456617073989, -0.4119364442074899, 0.2635807333824202, 0.3630969018862789, -0.02863070819097342, -0.24513773489232274]"
"[3.22780221088878, 1.0548907631077569, -0.8777019124529185, -0.3009767231727011, -0.4182020448011712, -1.1033115676193157, 2.0268585455403785, 0.8509281510613601, -1.1364080485842836, 0.012991758300056826, -0.6149627034186327, 1.5276835424882464, -0.3389487886799135, 0.029308524420638592, 0.20778479250102883, 0.3064853198746491, 0.3755065291317452, 1.2182087593202715, -0.39596449462968625, 0.42386691063854653, -0.02884225160033447, -0.15688343397818758, -0.3293057358265125, 0.23883319344655252, 0.3679164803251792, 0.15617430858466796, -0.08248339135877303, 0.14585558607926843, -0.6984548573759382, 0.2660688002029844, 0.002678460309979099, 0.5993131073704728, -0.5717532171932943, -0.029071288023701077, 0.09086456327775516, -0.6145365637841135, 0.0697228282378471, -0.4049663350092311, -0.6392899637412427, -0.5516595515074688, -0.3641906672195485, -0.05056220265181884, -0.9264285852684356, -0.5627147641633901, -0.319917067585658, 0.12240071605981875, -0.3765593016620858, 0.32846567181728753, 0.03274789094371222, -0.052461524061961966]","[1.3707985919583978, 1.812857598860001, -1.5763573748955664, 1.4538223479128458, 0.2841443465448392, 1.1151627271795923, 0.4248027244601025, 0.37992342157848286, 0.253716990678731, -0.5238964070193031, -0.6209355705128105, -0.6854167126832708, 0.7575558922770705, 0.0202696296341137, 0.009255304801857923, -0.21927667019011235, -0.41971960771480443, -0.6117360647682517, 0.23141558738446724, 0.3742102969599719, -0.8516443111184581, -0.48485010856135025, -0.05421354723850683, -0.719416731974829, -0.5282742575773894, 0.32631813915636126, -0.1833648040072919, -0.020144602154580707, 0.5668454242996065, -0.02289107078029878, -0.6247744287622511, 0.4190941404809417, -0.24975297907888616, -0.3915720059498882, -0.03774784915419361, 0.06769135256311659, -0.39026448029630795, 0.06676364160290636, -0.4250811286867915, 0.1971426905136645, -0.2131709294575607, 0.19415850675101556, -0.5197658365751252, 0.9137114190754918, 0.11716839971523656, -0.27539256579927834, -0.35563747111706806, -0.4111633175072436, 0.2764689460057504, 0.4147040363824007]"
"[-0.24257025866016368, -2.3756927047167933, 2.082834246693513, 0.2705926355735011, -1.6435487817935586, 0.6604745893226237, -0.41215233912142774, 0.6201315077697114, -0.9709710177859151, -0.16472599072506727, 0.4672229183858103, -0.10363185749590241, -0.5348202270729492, 1.390036406332481, 0.28946378682445445, 0.20049235244918187, 0.020230563680327687, 0.1798849273115135, -0.21840276163204345, 0.29719341422526074, -1.331851030475351, 0.09615234776782622, 0.7915356907956588, 0.9286580464076071, -0.93772592556636, 1.3637976410415, 0.9189066802690791, 0.23600995645229156, 0.4308627959828133, -0.5530380508244523, -0.5831938225841578, 1.2726568098220994, 0.532959519534892, 0.5533952169864004, -0.7462896451930119, 0.8149358455021224, 0.20163292187222598, -1.5682102711922592, 0.5673256079720381, -0.2254475616930153, -0.3959371151977456, 0.408928909711813, 0.6859383921906426, 0.37847230378189467, 0.06727885108802341, -0.035040007866420135, 0.0469863528747878, 0.49012444507553726, -0.2566919035932084, 0.8137569404486303]","[-0.7629875620126463, 0.6170181164713316, 0.0749654143931776, 0.49256722244432766, 0.10437654213002501, 0.4409605547186986, 1.0485069826179951, -1.8186858094769447, -0.47317611468160864, -0.6670961244238841, -1.8213684865550919, -0.28505134509902647, -0.13597345522631538, -0.3995478091116865, -0.21194835801267278, 0.40315565411432996, -1.2017303319751977, 0.35056204255009915, 0.20527936812220135, -0.23090682158809947, -0.26730723917063054, -0.1511805427895397, 0.5997558785879068, 0.5578396519582087, 0.17906070266130558, -0.8718574288411028, -0.6859519000918505, -0.6366460038453067, -0.36604946030751667, -0.40839033590874124, -0.8235855687505594, -0.5199852365440668, 0.01964183728061527, -0.1259334754331435, 0.20906171393217293, 0.5511018824601019, -0.14064796285408107, -0.10041557380262954, 0.2718637652711243, 0.3534621585392402, -0.10688079270383113, 0.06699833753288927, 0.18217026245299772, -0.5101875928648985, -0.21760672356753005, 0.21562665981665127, -0.3194438572029775, -0.4950254765494116, 0.33588589799009233, -0.3301684738863536]"
"[1.4494397316237688, 0.02416401999589693, -2.369309489662874, -0.06946525989356238, -0.9410795091852676, -2.4824384380361915, 0.7169251253974577, -0.08694557203500657, -0.5137025794077387, -1.335545002654395, -1.3957435133769287, 0.13418543207267045, 0.2048861412114688, 1.3155967020736576, 0.7890882904381439, 1.6901651094532915, 0.008464511669053508, -1.7019189729936028, 0.4261108540602138, -0.160791788165113, -0.6887840080071375, 1.3794873700744708, 0.3353342139654889, 0.006805898062504232, -0.8339958717557987, 0.3562636814854838, 0.04846324956725129, 0.7966431800091901, 0.01227577409966344, -0.3902065182557384, 0.8121218839647731, 0.04657354898695087, 0.12508167695999892, 0.01181107559922219, -0.024487368909660266, -1.0636563295462986, 0.1942946529157823, 0.0062507687996782085, 0.3570866724971778, 0.6442458371453269, 0.41525041810186875, -1.3622269552505273, -1.0334085346598658, 0.43672631836916187, 0.6383037574979601, -0.30036099452386544, 1.0449762452817166, -0.2734003940359587, -0.8425078816330723, 0.27754054578388687]","[-0.6393035057968541, -1.0163301910770202, 0.10943578160394732, 0.4981079791908977, 1.1099803000376876, 0.6775036689964378, 0.24856667182974504, 1.1971597800171818, 0.5605819648712768, 0.2990633796968594, 0.1550962506895202, -0.9545197208438618, 0.7968134304970552, -0.11991268024507537, -0.43998584477869157, 0.40927895322970914, -0.5020461102520996, 1.4076576530297868, 1.0257147600952645, 0.9665424318021455, 1.079180612320336, 0.45815609326159273, -0.14822463087170828, 0.8360408371449857, -0.10682155696095286, 1.1063817002557497, -0.04552112525124473, 0.9144091691471645, 1.2156429404664062, 0.8041215714645039, -0.13642657904273275, 0.7207154438537544, 0.29540686303340896, 0.46391719447323165, -0.29069993946108974, 0.31293751710123374, -0.4822255294080675, -0.2701326748701526, 0.18027360789179253, 0.36368264981245896, 0.7060693718693983, -0.2038182877228033, -0.29209562425356067, 0.4291349626395037, 0.4228133943432418, 0.2880443035725718, 0.40645650257352733, 0.34174887867842535, 0.1607149646371481, 0.3393673492099488]"
"[0.8323292307391078, 0.4089391171033677, -1.5466743157492637, 0.02290607418313997, 0.3872082219057539, -2.486824992047497, 0.7763946722868167, -0.9825468218036032, -0.37700768717308025, -1.7577001988541305, -0.6605508084042638, -0.4322887002977234, -0.15135973098865196, 0.4173128260887987, 0.5759608662351634, 0.7161972752952341, -0.11848378710200083, -1.748606986903216, -0.18494759821909, 0.203435165249423, -1.4135303308374791, 0.30544828166186705, -0.8430208758526748, 0.2265240888512875, -1.3125624520784316, -0.3262147491384199, -0.28047081253897593, -0.7037364384381305, -0.05605912826834582, 0.46675797529814217, -0.07164272229144394, -0.30899980633549395, -0.4004518463806833, -0.5507781934192327, -0.17589211357874598, 0.004683546147977222, 0.5143058655889039, -0.04949235957129626, 0.4919879655859616, -1.4638840040072032, -0.8641261236639367, -1.1985274145466942, -0.2843990472776793, -0.6437204877340554, 0.4907384444056546, -0.7869891070474999, -1.5684383470357557, -0.29274009032123616, 0.18938341663369693, 0.43090593748159156]","[0.33337790205563195, -2.6133715607883947, 0.13104327563930387, 0.25686526065050597, 0.6876845445960419, 0.6880840884869432, 0.8636175041426708, 0.8804054191803696, 0.7297575259740204, 0.6830878820362848, 0.6507168670542518, -1.1984914682413155, -0.20640368141067816, -0.6122964755074286, -0.16683348850975352, -0.16727753584865102, -0.029919906221059882, 1.0718993230977256, 0.3696562613795451, 0.8668085221232412, 0.9887312511657702, -1.0964476288232456, -0.3314102599264803, 0.09941993015511473, 0.20001855948380057, 0.011505700817282843, 0.5238754233552414, 0.1577510750027734, -0.29261687375921797, 0.7157669259983483, 0.5947960853207576, 0.1517552914417128, 0.3846887657096217, 0.43669565440429187, 0.10289789179610132, 0.4305391986661143, -0.047976599975737076, 0.07575817635049159, -0.4221679282603741, -0.3526656489537823, 0.7510505459358902, -0.7373119007472412, 0.2938208341883149, 0.46413337322979703, -0.373813906991923, -0.22477167805246903, -0.30419786327714204, -0.3782534694209179, -0.3966680316313893, -0.0995238612417413]"
